date,ticker,company,concept,open,high,low,close,volume,amount,turnover_rate
2025-10-15,601899,Zijin Mining,资源金属,5.29,5.43,5.13,5.24,90144470,472611674.88,5.181
2025-10-16,601899,Zijin Mining,资源金属,5.17,5.27,5.15,5.18,95019696,492131056.5,5.461
2025-10-17,601899,Zijin Mining,资源金属,5.36,5.43,5.23,5.34,103091193,550417802.31,5.925
2025-10-20,601899,Zijin Mining,资源金属,5.35,5.48,5.27,5.33,94042015,501689081.86,5.405
2025-10-21,601899,Zijin Mining,资源金属,5.74,5.76,5.64,5.71,70608686,403242334.77,4.058
2025-10-22,601899,Zijin Mining,资源金属,5.53,5.64,5.38,5.52,97495021,537932503.6,5.603
2025-10-23,601899,Zijin Mining,资源金属,5.66,5.71,5.55,5.68,93930662,533072044.59,5.398
2025-10-24,601899,Zijin Mining,资源金属,5.75,5.83,5.65,5.79,116362039,673354425.61,6.687
2025-10-27,601899,Zijin Mining,资源金属,5.56,5.61,5.53,5.55,80389975,446327710.27,4.62
2025-10-28,601899,Zijin Mining,资源金属,5.6,5.73,5.46,5.57,104614766,583217610.54,6.012
2025-10-29,601899,Zijin Mining,资源金属,5.96,6.13,5.9,5.98,102854404,614764589.28,5.911
2025-10-30,601899,Zijin Mining,资源金属,6.21,6.25,6.19,6.23,92290917,574724253.21,5.304
2025-10-31,601899,Zijin Mining,资源金属,6.33,6.54,6.21,6.38,93079647,593895714.11,5.349
2025-11-03,601899,Zijin Mining,资源金属,6.26,6.32,6.15,6.22,86372560,536830653.86,4.964
2025-11-04,601899,Zijin Mining,资源金属,6.66,6.7,6.5,6.6,87369365,576647239.45,5.021
2025-11-05,601899,Zijin Mining,资源金属,6.5,6.57,6.43,6.49,94632290,613705568.0,5.439
2025-11-06,601899,Zijin Mining,资源金属,6.41,6.48,6.39,6.45,102309879,659909605.15,5.88
2025-11-07,601899,Zijin Mining,资源金属,6.78,6.85,6.7,6.8,72781597,494730251.5,4.183
2025-11-10,601899,Zijin Mining,资源金属,6.94,7.12,6.77,6.94,99313128,689698403.1,5.708
2025-11-11,601899,Zijin Mining,资源金属,6.79,6.94,6.71,6.8,84289034,573074678.52,4.844
2025-11-12,601899,Zijin Mining,资源金属,6.64,6.8,6.56,6.65,85033129,565391086.92,4.887
2025-11-13,601899,Zijin Mining,资源金属,6.54,6.69,6.37,6.58,91621895,602723662.64,5.266
2025-11-14,601899,Zijin Mining,资源金属,6.67,6.82,6.58,6.67,76343020,509548701.88,4.388
2025-11-17,601899,Zijin Mining,资源金属,6.48,6.57,6.4,6.5,71297303,463756542.08,4.098
2025-11-18,601899,Zijin Mining,资源金属,6.46,6.51,6.37,6.44,118259276,761163703.89,6.797
2025-11-19,601899,Zijin Mining,资源金属,6.15,6.24,6.05,6.2,114331480,709417368.73,6.571
2025-11-20,601899,Zijin Mining,资源金属,6.19,6.34,5.98,6.13,122327240,750344359.18,7.03
2025-11-21,601899,Zijin Mining,资源金属,6.06,6.14,6.02,6.04,104631209,632291326.3,6.013
2025-11-24,601899,Zijin Mining,资源金属,5.97,6.17,5.84,6.02,88077418,530152519.44,5.062
2025-11-25,601899,Zijin Mining,资源金属,6.25,6.32,6.14,6.23,69964726,436198962.19,4.021
2025-11-26,601899,Zijin Mining,资源金属,5.8,5.9,5.77,5.87,92645990,543816459.02,5.324
2025-11-27,601899,Zijin Mining,资源金属,5.83,6.0,5.79,5.87,97281070,571315788.49,5.591
2025-11-28,601899,Zijin Mining,资源金属,6.0,6.03,5.8,5.93,78411166,465349926.12,4.506
2025-12-01,601899,Zijin Mining,资源金属,5.98,6.13,5.96,6.01,88555721,532582150.05,5.089
2025-12-02,601899,Zijin Mining,资源金属,6.31,6.37,6.13,6.26,83973712,525837337.94,4.826
2025-12-03,601899,Zijin Mining,资源金属,6.03,6.14,5.88,6.03,76617210,462321421.86,4.403
2025-12-04,601899,Zijin Mining,资源金属,6.05,6.08,6.02,6.06,106195317,643086827.82,6.103
2025-12-05,601899,Zijin Mining,资源金属,6.24,6.31,6.16,6.25,120291992,751844809.72,6.913
2025-12-08,601899,Zijin Mining,资源金属,6.22,6.36,6.06,6.2,88913816,551541827.41,5.11
2025-12-09,601899,Zijin Mining,资源金属,6.56,6.69,6.48,6.53,97710320,638079007.67,5.616
2025-12-10,601899,Zijin Mining,资源金属,6.09,6.22,6.04,6.11,91937270,561441113.09,5.284
2025-12-11,601899,Zijin Mining,资源金属,5.81,5.89,5.69,5.81,117026535,679541301.65,6.726
2025-12-12,601899,Zijin Mining,资源金属,5.69,5.75,5.63,5.71,105507365,602165727.41,6.064
2025-12-15,601899,Zijin Mining,资源金属,5.39,5.55,5.29,5.45,94347598,514538942.08,5.422
2025-12-16,601899,Zijin Mining,资源金属,5.45,5.57,5.31,5.43,76995108,418112977.35,4.425
2025-12-17,601899,Zijin Mining,资源金属,5.47,5.58,5.45,5.47,109558279,599066172.69,6.296
2025-12-18,601899,Zijin Mining,资源金属,5.8,5.92,5.64,5.78,86113922,497904864.25,4.949
2025-12-19,601899,Zijin Mining,资源金属,6.1,6.24,5.98,6.04,80667266,487432107.99,4.636
2025-12-22,601899,Zijin Mining,资源金属,5.89,6.02,5.82,5.9,98930959,583886704.41,5.686
2025-12-23,601899,Zijin Mining,资源金属,5.82,6.0,5.74,5.87,84191897,493944077.14,4.839
2025-12-24,601899,Zijin Mining,资源金属,6.1,6.2,6.05,6.08,135167370,821394042.08,7.768
2025-12-25,601899,Zijin Mining,资源金属,5.78,5.86,5.71,5.79,117975776,683323378.64,6.78
2025-12-26,601899,Zijin Mining,资源金属,5.82,5.94,5.73,5.82,91219377,530512448.37,5.242
2025-12-29,601899,Zijin Mining,资源金属,5.97,6.16,5.88,6.02,124336847,748212358.7,7.146
2025-12-30,601899,Zijin Mining,资源金属,6.09,6.19,6.03,6.16,108461436,668432416.69,6.233
2025-12-31,601899,Zijin Mining,资源金属,6.02,6.08,5.95,6.0,95002125,570288651.86,5.46
2026-01-01,601899,Zijin Mining,资源金属,5.99,6.12,5.84,5.91,95786412,565923163.24,5.505
2026-01-02,601899,Zijin Mining,资源金属,6.01,6.12,5.87,5.97,136563850,815951843.81,7.848
2026-01-05,601899,Zijin Mining,资源金属,6.14,6.19,5.91,6.05,84643615,512023168.51,4.865
2026-01-06,601899,Zijin Mining,资源金属,6.19,6.29,5.97,6.12,127735044,781761536.51,7.341
2026-01-07,601899,Zijin Mining,资源金属,5.85,5.98,5.79,5.86,75113186,440143335.21,4.317
2026-01-08,601899,Zijin Mining,资源金属,5.68,5.71,5.61,5.66,89287970,505755871.47,5.131
2026-01-09,601899,Zijin Mining,资源金属,5.61,5.67,5.59,5.64,94834177,534795745.54,5.45
2026-01-12,601899,Zijin Mining,资源金属,5.61,5.72,5.55,5.67,100072922,567080269.0,5.751
2026-01-13,601899,Zijin Mining,资源金属,5.63,5.8,5.53,5.66,97739568,552988030.44,5.617
2026-01-14,601899,Zijin Mining,资源金属,5.63,5.67,5.54,5.63,98066181,551916939.37,5.636
2026-01-15,601899,Zijin Mining,资源金属,5.42,5.53,5.26,5.39,87859150,473457372.18,5.049
2026-01-16,601899,Zijin Mining,资源金属,5.29,5.47,5.22,5.34,82046780,438450678.89,4.715
2026-01-19,601899,Zijin Mining,资源金属,5.4,5.52,5.31,5.45,81103686,442036404.54,4.661
2026-01-20,601899,Zijin Mining,资源金属,5.34,5.42,5.28,5.4,99524335,537278958.94,5.72
2026-01-21,601899,Zijin Mining,资源金属,5.3,5.34,5.23,5.27,114301939,601818342.88,6.569
2026-01-22,601899,Zijin Mining,资源金属,5.51,5.62,5.44,5.52,100522842,554582873.96,5.777
2026-01-23,601899,Zijin Mining,资源金属,5.64,5.77,5.51,5.57,133487434,744018366.11,7.672
2026-01-26,601899,Zijin Mining,资源金属,5.38,5.44,5.32,5.34,95016414,507602292.65,5.461
2026-01-27,601899,Zijin Mining,资源金属,5.56,5.71,5.42,5.6,88526730,495326929.33,5.088
2026-01-28,601899,Zijin Mining,资源金属,5.54,5.59,5.46,5.57,116669313,649908822.72,6.705
2026-01-29,601899,Zijin Mining,资源金属,5.71,5.81,5.63,5.68,75736072,430104714.54,4.353
2026-01-30,601899,Zijin Mining,资源金属,5.86,6.01,5.82,5.86,74309460,435528467.87,4.271
2026-02-02,601899,Zijin Mining,资源金属,6.0,6.03,5.96,6.01,93164515,559893919.14,5.354
2026-02-03,601899,Zijin Mining,资源金属,6.14,6.21,6.06,6.09,86823589,528424740.27,4.99
2026-02-04,601899,Zijin Mining,资源金属,5.97,6.02,5.92,5.98,139061990,830925511.73,7.992
2026-02-05,601899,Zijin Mining,资源金属,5.62,5.7,5.45,5.57,110206988,613644201.26,6.334
2026-02-06,601899,Zijin Mining,资源金属,5.65,5.82,5.55,5.67,82578137,468178022.82,4.746
2026-02-09,601899,Zijin Mining,资源金属,5.41,5.55,5.34,5.41,97282645,526335308.96,5.591
2026-02-10,601899,Zijin Mining,资源金属,5.61,5.72,5.58,5.62,86941477,488531978.49,4.997
2026-02-11,601899,Zijin Mining,资源金属,5.32,5.43,5.2,5.34,103788627,553858029.35,5.965
2026-02-12,601899,Zijin Mining,资源金属,5.56,5.69,5.46,5.57,78166078,435366077.08,4.492
2026-02-13,601899,Zijin Mining,资源金属,5.56,5.59,5.5,5.53,93835955,519346924.18,5.393
2026-02-16,601899,Zijin Mining,资源金属,5.5,5.55,5.46,5.5,97628797,537179916.17,5.611
2026-02-17,601899,Zijin Mining,资源金属,5.75,5.87,5.64,5.73,88344045,506027967.14,5.077
2026-02-18,601899,Zijin Mining,资源金属,5.74,5.93,5.61,5.8,110378423,640303113.38,6.344
2026-02-19,601899,Zijin Mining,资源金属,5.49,5.58,5.45,5.5,94405810,519220892.44,5.426
2026-02-20,601899,Zijin Mining,资源金属,5.46,5.59,5.36,5.51,80256190,442348934.82,4.612
2026-02-23,601899,Zijin Mining,资源金属,5.73,5.83,5.6,5.79,95566592,553702124.79,5.492
2026-02-24,601899,Zijin Mining,资源金属,5.66,5.81,5.53,5.67,108592631,615670960.54,6.241
2026-02-25,601899,Zijin Mining,资源金属,5.41,5.51,5.27,5.43,98040976,532777797.64,5.635
2026-02-26,601899,Zijin Mining,资源金属,5.74,5.77,5.7,5.75,107471688,618458579.56,6.177
2026-02-27,601899,Zijin Mining,资源金属,5.51,5.54,5.34,5.47,112875063,617836691.9,6.487
2026-03-02,601899,Zijin Mining,资源金属,5.49,5.6,5.4,5.46,82521376,450776310.73,4.743
2026-03-03,601899,Zijin Mining,资源金属,5.47,5.62,5.34,5.49,96522343,529580377.06,5.547
2026-03-04,601899,Zijin Mining,资源金属,5.55,5.68,5.52,5.57,92501891,515380329.11,5.316
2026-03-05,601899,Zijin Mining,资源金属,5.36,5.46,5.28,5.39,117933321,636217218.61,6.778
2026-03-06,601899,Zijin Mining,资源金属,5.52,5.66,5.4,5.54,81447188,451331294.64,4.681
2026-03-09,601899,Zijin Mining,资源金属,5.51,5.57,5.45,5.48,83159734,456124527.29,4.779
2026-03-10,601899,Zijin Mining,资源金属,5.38,5.44,5.33,5.41,117110194,633868114.43,6.73
2026-03-11,601899,Zijin Mining,资源金属,5.57,5.63,5.51,5.53,85018188,470568822.93,4.886
2026-03-12,601899,Zijin Mining,资源金属,5.26,5.36,5.21,5.29,129248015,683446634.66,7.428
2026-03-13,601899,Zijin Mining,资源金属,5.14,5.21,5.06,5.16,79155167,408829170.97,4.549
2026-03-16,601899,Zijin Mining,资源金属,5.23,5.28,5.08,5.21,88114361,458638247.12,5.064
2026-03-17,601899,Zijin Mining,资源金属,5.41,5.48,5.37,5.39,82489411,444700000.08,4.741
2026-03-18,601899,Zijin Mining,资源金属,5.57,5.69,5.48,5.59,91625643,512033984.12,5.266
2026-03-19,601899,Zijin Mining,资源金属,5.68,5.72,5.54,5.69,79626881,453405072.15,4.576
2026-03-20,601899,Zijin Mining,资源金属,5.88,5.98,5.78,5.86,100503792,588765062.69,5.776
2026-03-23,601899,Zijin Mining,资源金属,5.94,6.0,5.92,5.94,95510103,567664642.98,5.489
2026-03-24,601899,Zijin Mining,资源金属,6.06,6.27,6.03,6.12,111934111,684892703.41,6.433
2026-03-25,601899,Zijin Mining,资源金属,6.01,6.11,5.87,6.03,92557516,557910197.29,5.319
2026-03-26,601899,Zijin Mining,资源金属,6.1,6.2,6.03,6.1,110558017,674227917.08,6.354
2026-03-27,601899,Zijin Mining,资源金属,6.01,6.2,5.89,6.09,97599117,594777552.89,5.609
2026-03-30,601899,Zijin Mining,资源金属,5.96,6.09,5.88,5.91,92994914,549485562.97,5.345
2026-03-31,601899,Zijin Mining,资源金属,5.89,5.96,5.79,5.83,95503475,556343551.99,5.489
2026-04-01,601899,Zijin Mining,资源金属,5.74,5.82,5.6,5.7,73319743,418203031.58,4.214
2026-04-02,601899,Zijin Mining,资源金属,5.76,5.88,5.73,5.78,103783309,599970266.8,5.965
2026-04-03,601899,Zijin Mining,资源金属,5.89,6.07,5.85,5.91,90413413,534653568.55,5.196
2026-04-06,601899,Zijin Mining,资源金属,5.79,5.91,5.65,5.82,92179874,536058785.03,5.298
2026-04-07,601899,Zijin Mining,资源金属,5.85,5.95,5.8,5.86,124474435,729838623.73,7.154
2026-04-08,601899,Zijin Mining,资源金属,6.09,6.15,5.96,6.04,92346009,557904552.41,5.307
2026-04-09,601899,Zijin Mining,资源金属,5.97,6.14,5.87,5.99,74025670,443746080.69,4.254
2026-04-10,601899,Zijin Mining,资源金属,5.88,6.02,5.74,5.92,83039595,491471590.47,4.772
2026-04-13,601899,Zijin Mining,资源金属,5.87,5.96,5.83,5.87,96132078,564671377.57,5.525
2026-04-14,601899,Zijin Mining,资源金属,6.03,6.07,5.98,6.03,96049266,579181669.35,5.52
2026-04-15,601899,Zijin Mining,资源金属,6.25,6.33,6.1,6.25,95655726,597383242.64,5.497
2026-04-16,601899,Zijin Mining,资源金属,6.46,6.62,6.33,6.45,81594203,526155136.7,4.689
2026-04-17,601899,Zijin Mining,资源金属,6.41,6.54,6.34,6.45,80701689,520601674.75,4.638
2026-04-20,601899,Zijin Mining,资源金属,6.5,6.65,6.34,6.49,87651297,568755738.43,5.037
2026-04-21,601899,Zijin Mining,资源金属,6.74,6.8,6.57,6.74,106808535,719995571.79,6.138
2026-04-22,601899,Zijin Mining,资源金属,6.93,7.08,6.84,6.94,100139387,695437994.23,5.755
2026-04-23,601899,Zijin Mining,资源金属,7.31,7.46,7.23,7.31,75570924,552666595.85,4.343
2026-04-24,601899,Zijin Mining,资源金属,7.62,7.8,7.39,7.51,96987482,728478494.4,5.574
2026-04-27,601899,Zijin Mining,资源金属,7.68,7.81,7.51,7.72,79722759,615701659.86,4.582
2026-04-28,601899,Zijin Mining,资源金属,7.77,7.94,7.62,7.74,102053963,789875089.29,5.865
2026-04-29,601899,Zijin Mining,资源金属,7.43,7.53,7.33,7.43,96659263,718349342.53,5.555
2026-04-30,601899,Zijin Mining,资源金属,7.53,7.7,7.34,7.52,92434434,695374393.43,5.312
2026-05-01,601899,Zijin Mining,资源金属,7.41,7.57,7.36,7.43,94075643,699141789.87,5.407
2026-05-04,601899,Zijin Mining,资源金属,7.37,7.53,7.24,7.39,74738887,552460978.64,4.295
2026-05-05,601899,Zijin Mining,资源金属,7.38,7.57,7.15,7.32,100998822,739356963.35,5.805
2026-05-06,601899,Zijin Mining,资源金属,7.28,7.41,7.22,7.3,103283658,753956478.42,5.936
2026-05-07,601899,Zijin Mining,资源金属,7.6,7.76,7.5,7.61,91176118,694087441.64,5.24
2026-05-08,601899,Zijin Mining,资源金属,7.94,8.1,7.84,7.87,99824034,785262148.83,5.737
2026-05-11,601899,Zijin Mining,资源金属,8.0,8.09,7.93,8.02,109333770,876565924.51,6.284
2026-05-12,601899,Zijin Mining,资源金属,8.56,8.71,8.52,8.6,77756882,668531800.34,4.469
2026-05-13,601899,Zijin Mining,资源金属,8.64,8.78,8.53,8.64,91836681,793345606.9,5.278
2026-05-14,601899,Zijin Mining,资源金属,7.93,7.98,7.79,7.84,82314989,645481439.9,4.731
2026-05-15,601899,Zijin Mining,资源金属,8.01,8.11,7.72,7.92,89909729,712059603.17,5.167
2026-05-18,601899,Zijin Mining,资源金属,7.75,7.94,7.61,7.76,83950933,651089353.11,4.825
2026-05-19,601899,Zijin Mining,资源金属,7.55,7.73,7.4,7.52,98860362,743450252.22,5.682
2026-05-20,601899,Zijin Mining,资源金属,7.12,7.22,7.0,7.17,100498224,720128316.65,5.776
2026-05-21,601899,Zijin Mining,资源金属,6.87,6.93,6.72,6.9,97319220,671516127.55,5.593
2026-05-22,601899,Zijin Mining,资源金属,6.66,6.72,6.59,6.67,121876326,813120989.9,7.004
2026-05-25,601899,Zijin Mining,资源金属,6.63,6.76,6.49,6.59,102533532,675844515.27,5.893
2026-05-26,601899,Zijin Mining,资源金属,6.64,6.77,6.47,6.62,91789842,607459712.22,5.275
2026-05-27,601899,Zijin Mining,资源金属,6.59,6.75,6.44,6.59,101480166,669106595.17,5.832
2026-05-28,601899,Zijin Mining,资源金属,6.67,6.86,6.62,6.73,95001700,639773504.44,5.46
2026-05-29,601899,Zijin Mining,资源金属,6.91,7.04,6.73,6.88,108034677,743368646.75,6.209
2026-06-01,601899,Zijin Mining,资源金属,7.0,7.1,6.84,7.05,95844436,675894805.15,5.508
2026-06-02,601899,Zijin Mining,资源金属,7.75,7.91,7.6,7.76,76341621,592507048.49,4.387
2026-06-03,601899,Zijin Mining,资源金属,7.74,7.88,7.55,7.69,102887845,790952395.45,5.913
2026-06-04,601899,Zijin Mining,资源金属,7.6,7.71,7.47,7.67,81875587,628155266.24,4.705
2026-06-05,601899,Zijin Mining,资源金属,7.53,7.6,7.49,7.52,121661797,914755431.67,6.992
2026-06-08,601899,Zijin Mining,资源金属,7.27,7.36,7.13,7.27,94717211,688470328.79,5.444
2026-06-09,601899,Zijin Mining,资源金属,7.57,7.74,7.35,7.55,84412547,637217747.34,4.851
2026-06-10,601899,Zijin Mining,资源金属,7.61,7.77,7.48,7.56,101853173,770468415.88,5.854
2026-06-11,601899,Zijin Mining,资源金属,7.86,7.96,7.71,7.9,103204670,815010648.96,5.931
2026-06-12,601899,Zijin Mining,资源金属,8.02,8.22,7.84,8.1,87667344,710020367.76,5.038
2026-06-15,601899,Zijin Mining,资源金属,8.25,8.34,8.04,8.26,82194448,678606476.36,4.724
2026-06-16,601899,Zijin Mining,资源金属,8.41,8.53,8.21,8.4,97843507,821862399.25,5.623
2026-06-17,601899,Zijin Mining,资源金属,8.53,8.64,8.34,8.58,106231921,911252057.79,6.105
2026-06-18,601899,Zijin Mining,资源金属,7.85,7.97,7.72,7.94,123651060,981797557.8,7.106
2026-06-19,601899,Zijin Mining,资源金属,7.67,7.82,7.51,7.68,95933838,737186349.08,5.513
2026-06-22,601899,Zijin Mining,资源金属,7.72,7.79,7.53,7.71,70648479,544892265.18,4.06
2026-06-23,601899,Zijin Mining,资源金属,7.79,7.99,7.69,7.74,120257777,930391354.23,6.911
2026-06-24,601899,Zijin Mining,资源金属,7.51,7.61,7.46,7.5,105650426,791883748.07,6.072
2026-06-25,601899,Zijin Mining,资源金属,7.49,7.53,7.41,7.5,80286812,602501848.11,4.614
2026-06-26,601899,Zijin Mining,资源金属,7.49,7.54,7.37,7.48,85778411,641337594.99,4.93
2026-06-29,601899,Zijin Mining,资源金属,7.91,7.99,7.76,7.86,92906614,730236377.86,5.339
2026-06-30,601899,Zijin Mining,资源金属,7.96,8.06,7.81,7.93,88399428,701302713.34,5.08
2026-07-01,601899,Zijin Mining,资源金属,7.39,7.5,7.27,7.4,87960853,650628608.79,5.055
2026-07-02,601899,Zijin Mining,资源金属,7.84,7.97,7.67,7.8,127772431,997119722.32,7.343
2026-07-03,601899,Zijin Mining,资源金属,8.0,8.15,7.94,7.97,113687043,905580550.05,6.534
2026-07-06,601899,Zijin Mining,资源金属,7.89,8.02,7.7,7.85,93754606,736170950.63,5.388
2026-07-07,601899,Zijin Mining,资源金属,7.79,8.03,7.67,7.86,88401404,694576319.8,5.081
2026-07-08,601899,Zijin Mining,资源金属,8.3,8.48,8.23,8.33,81873303,682014471.84,4.705
2026-07-09,601899,Zijin Mining,资源金属,8.52,8.8,8.3,8.64,115417701,996964378.24,6.633
2026-07-10,601899,Zijin Mining,资源金属,8.46,8.69,8.38,8.53,156016958,1331326786.27,8.966
2026-07-13,601899,Zijin Mining,资源金属,8.23,8.43,8.04,8.26,105166742,868195215.88,6.044
2024-01-02,688981,SMIC,半导体国产替代,76.0,77.18,74.71,76.85,111782195,8590131673.9,6.142
2024-01-03,688981,SMIC,半导体国产替代,78.88,79.3,77.26,78.39,139252775,10916585179.55,7.651
2024-01-04,688981,SMIC,半导体国产替代,78.01,80.22,76.8,78.73,87152277,6861069523.24,4.789
2024-01-05,688981,SMIC,半导体国产替代,81.05,81.86,78.72,80.73,122245845,9868480032.24,6.717
2024-01-08,688981,SMIC,半导体国产替代,80.57,81.1,78.71,79.79,92924233,7414420374.25,5.106
2024-01-09,688981,SMIC,半导体国产替代,77.25,78.08,76.28,76.81,112713795,8657525728.8,6.193
2024-01-10,688981,SMIC,半导体国产替代,76.06,76.7,75.32,76.09,101440954,7718623596.6,5.574
2024-01-11,688981,SMIC,半导体国产替代,74.94,75.24,74.03,74.96,131727269,9874271573.19,7.238
2024-01-12,688981,SMIC,半导体国产替代,73.56,75.39,72.22,73.44,97941351,7192606801.3,5.381
2024-01-15,688981,SMIC,半导体国产替代,69.62,71.63,68.04,70.2,109360977,7677346136.96,6.009
2024-01-16,688981,SMIC,半导体国产替代,70.5,71.56,69.81,70.81,82773477,5861054403.19,4.548
2024-01-17,688981,SMIC,半导体国产替代,68.44,69.01,67.93,68.51,93039762,6374172694.44,5.112
2024-01-18,688981,SMIC,半导体国产替代,70.65,71.77,70.27,70.93,93448544,6628380565.91,5.135
2024-01-19,688981,SMIC,半导体国产替代,71.53,71.84,70.31,71.3,111212515,7929686081.88,6.111
2024-01-22,688981,SMIC,半导体国产替代,70.81,72.44,69.15,70.45,95664908,6739370386.78,5.256
2024-01-23,688981,SMIC,半导体国产替代,70.91,71.72,69.74,70.92,116659892,8273053883.22,6.41
2024-01-24,688981,SMIC,半导体国产替代,69.6,70.78,68.05,68.74,89373200,6143913679.84,4.911
2024-01-25,688981,SMIC,半导体国产替代,70.25,71.54,69.04,69.94,89029609,6226336076.95,4.892
2024-01-26,688981,SMIC,半导体国产替代,69.57,70.87,68.35,69.22,96600286,6686836095.77,5.308
2024-01-29,688981,SMIC,半导体国产替代,70.42,71.18,68.77,70.45,83994877,5917741162.49,4.615
2024-01-30,688981,SMIC,半导体国产替代,71.12,71.6,69.46,71.1,83160315,5912535851.04,4.569
2024-01-31,688981,SMIC,半导体国产替代,70.02,70.79,69.26,69.85,86516955,6043244795.91,4.754
2024-02-01,688981,SMIC,半导体国产替代,70.28,70.82,69.0,69.3,102482912,7102292294.09,5.631
2024-02-02,688981,SMIC,半导体国产替代,67.74,68.4,66.9,67.98,98119794,6670351608.28,5.391
2024-02-05,688981,SMIC,半导体国产替代,67.12,68.73,65.99,67.16,88375191,5935418864.3,4.856
2024-02-06,688981,SMIC,半导体国产替代,64.9,66.16,63.83,65.0,78482775,5101556923.14,4.312
2024-02-07,688981,SMIC,半导体国产替代,66.85,68.69,65.15,67.1,87961415,5902437671.41,4.833
2024-02-08,688981,SMIC,半导体国产替代,69.0,70.55,67.09,68.53,92122090,6313067374.76,5.062
2024-02-09,688981,SMIC,半导体国产替代,68.99,70.77,67.4,68.61,78588636,5391871629.3,4.318
2024-02-12,688981,SMIC,半导体国产替代,68.56,69.35,67.65,68.94,106665709,7353915727.87,5.861
2024-02-13,688981,SMIC,半导体国产替代,69.31,70.46,68.16,69.46,94063968,6533812259.42,5.168
2024-02-14,688981,SMIC,半导体国产替代,69.24,71.68,68.52,70.33,91413251,6428751935.12,5.023
2024-02-15,688981,SMIC,半导体国产替代,72.21,73.81,71.06,72.13,89603253,6463455265.68,4.923
2024-02-16,688981,SMIC,半导体国产替代,73.13,73.86,71.68,73.28,91650542,6715827766.22,5.036
2024-02-19,688981,SMIC,半导体国产替代,72.34,73.0,71.17,72.1,97079717,6999782071.15,5.334
2024-02-20,688981,SMIC,半导体国产替代,71.86,73.0,69.06,70.88,104386463,7399399889.72,5.736
2024-02-21,688981,SMIC,半导体国产替代,71.25,72.44,69.47,71.56,89889609,6432665526.77,4.939
2024-02-22,688981,SMIC,半导体国产替代,70.76,71.11,69.86,70.83,90623258,6419273072.71,4.979
2024-02-23,688981,SMIC,半导体国产替代,68.76,70.08,67.44,69.24,85309260,5906979178.9,4.687
2024-02-26,688981,SMIC,半导体国产替代,67.36,68.47,66.22,68.26,115441867,7879636068.56,6.343
2024-02-27,688981,SMIC,半导体国产替代,68.45,68.95,67.68,68.22,111808126,7627446359.64,6.143
2024-02-28,688981,SMIC,半导体国产替代,68.85,69.49,67.22,68.56,94683276,6491641685.4,5.202
2024-02-29,688981,SMIC,半导体国产替代,67.28,67.94,65.71,67.08,105703392,7090405483.22,5.808
2024-03-01,688981,SMIC,半导体国产替代,68.05,68.67,66.55,67.5,105436439,7116904587.5,5.793
2024-03-04,688981,SMIC,半导体国产替代,64.72,65.27,63.24,65.01,88281004,5739184076.24,4.851
2024-03-05,688981,SMIC,半导体国产替代,67.57,68.61,65.93,67.85,84911960,5761060444.95,4.665
2024-03-06,688981,SMIC,半导体国产替代,67.33,68.24,66.87,67.31,110756663,7454714787.37,6.086
2024-03-07,688981,SMIC,半导体国产替代,66.6,68.12,65.28,67.03,103144850,6913670658.3,5.667
2024-03-08,688981,SMIC,半导体国产替代,65.04,65.44,64.78,65.18,112072203,7305118890.75,6.158
2024-03-11,688981,SMIC,半导体国产替代,66.34,67.88,65.09,65.6,101424279,6653307192.55,5.573
2024-03-12,688981,SMIC,半导体国产替代,64.83,65.94,64.17,64.81,94702915,6138134591.25,5.203
2024-03-13,688981,SMIC,半导体国产替代,66.06,67.39,64.23,65.65,110368259,7245363867.76,6.064
2024-03-14,688981,SMIC,半导体国产替代,65.99,67.75,65.59,66.06,93844762,6199212839.34,5.156
2024-03-15,688981,SMIC,半导体国产替代,64.89,65.57,64.17,64.79,114851090,7441204971.24,6.31
2024-03-18,688981,SMIC,半导体国产替代,62.9,64.04,62.05,63.24,116830498,7388084683.57,6.419
2024-03-19,688981,SMIC,半导体国产替代,63.48,64.09,62.57,62.93,81161532,5107530213.94,4.459
2024-03-20,688981,SMIC,半导体国产替代,63.04,64.2,62.13,62.78,77449995,4862334616.6,4.255
2024-03-21,688981,SMIC,半导体国产替代,61.57,61.76,60.75,61.12,136677228,8353426940.89,7.51
2024-03-22,688981,SMIC,半导体国产替代,61.97,64.08,60.79,62.54,89622603,5604994109.85,4.924
2024-03-25,688981,SMIC,半导体国产替代,61.96,63.46,61.12,62.45,90671217,5662133843.2,4.982
2024-03-26,688981,SMIC,半导体国产替代,62.98,63.17,61.91,62.64,84112879,5269098482.86,4.622
2024-03-27,688981,SMIC,半导体国产替代,63.15,63.93,62.37,63.19,87638194,5537818754.39,4.815
2024-03-28,688981,SMIC,半导体国产替代,63.29,64.78,63.0,63.26,85551550,5412309586.83,4.701
2024-03-29,688981,SMIC,半导体国产替代,63.51,64.74,62.15,62.94,108875275,6853056485.95,5.982
2024-04-01,688981,SMIC,半导体国产替代,62.62,64.08,61.98,62.4,80566934,5027641963.46,4.427
2024-04-02,688981,SMIC,半导体国产替代,61.06,61.26,59.32,60.6,92152680,5584484769.68,5.063
2024-04-03,688981,SMIC,半导体国产替代,59.71,60.15,58.21,59.58,91865906,5473700678.61,5.048
2024-04-04,688981,SMIC,半导体国产替代,59.81,61.27,59.17,59.66,157672865,9406599686.09,8.663
