date,ticker,open,high,low,close,volume,amount
2024-10-22,3690.HK,146.64,150.7,145.89,148.38,89114233,13222986959.85
2024-10-23,3690.HK,140.27,142.24,139.33,140.24,61364921,8605539548.13
2024-10-24,3690.HK,138.8,141.45,137.57,139.93,69244579,9689528896.74
2024-10-25,3690.HK,145.98,147.23,143.13,143.89,82685768,11898052629.81
2024-10-28,3690.HK,149.67,152.25,148.75,150.13,79680181,11962309015.78
2024-10-29,3690.HK,147.57,150.49,146.96,148.05,71974327,10655665069.77
2024-10-30,3690.HK,148.27,149.64,145.67,148.5,64660501,9602193350.58
2024-10-31,3690.HK,153.2,155.27,150.01,153.48,55560809,8527566171.5
2024-11-01,3690.HK,155.48,156.04,154.53,155.2,73396873,11391490729.35
2024-11-04,3690.HK,163.64,165.28,161.67,163.87,69780537,11435027962.06
2024-11-05,3690.HK,168.92,171.32,164.37,167.07,87619764,14638802858.38
2024-11-06,3690.HK,163.92,167.67,162.07,163.05,79684099,12992679296.52
2024-11-07,3690.HK,169.21,170.86,166.6,168.58,63435687,10694239150.21
2024-11-08,3690.HK,166.22,167.46,164.89,165.63,74605893,12357177159.22
2024-11-11,3690.HK,168.32,172.25,164.45,167.82,60713928,10189215868.64
2024-11-12,3690.HK,169.5,173.4,167.28,169.8,62041806,10534578853.27
2024-11-13,3690.HK,166.91,170.06,165.73,167.43,70811599,11856320232.94
2024-11-14,3690.HK,171.12,174.44,169.95,170.83,82815904,14147629747.84
2024-11-15,3690.HK,166.3,169.13,163.27,166.61,79801178,13295705375.72
2024-11-18,3690.HK,171.06,172.25,166.77,170.17,67485447,11484209220.95
2024-11-19,3690.HK,165.18,169.04,160.7,163.9,72456295,11875417328.68
2024-11-20,3690.HK,158.82,160.49,156.1,158.91,68214113,10839607731.79
2024-11-21,3690.HK,155.13,156.35,152.73,155.81,88647929,13811926634.92
2024-11-22,3690.HK,155.35,157.69,152.92,156.94,57708112,9056969772.46
2024-11-25,3690.HK,154.38,155.8,151.51,154.69,80803110,12499585379.7
2024-11-26,3690.HK,149.73,152.14,147.92,150.34,58079144,8731846980.92
2024-11-27,3690.HK,151.57,153.27,149.59,151.56,69924615,10597429411.44
2024-11-28,3690.HK,143.86,147.44,142.52,144.25,64478762,9301329075.51
2024-11-29,3690.HK,144.79,146.91,141.95,145.46,67843922,9868643163.16
2024-12-02,3690.HK,146.27,149.32,142.96,147.43,81402830,12001437033.4
2024-12-03,3690.HK,147.01,147.64,143.19,145.23,53965673,7837433609.88
2024-12-04,3690.HK,140.21,142.56,137.93,140.47,59667402,8381284262.93
2024-12-05,3690.HK,143.59,146.65,143.09,144.24,68298322,9851680292.37
2024-12-06,3690.HK,142.88,146.89,141.87,144.74,65081719,9419704788.25
2024-12-09,3690.HK,140.6,142.24,137.31,140.49,67878904,9536248152.22
2024-12-10,3690.HK,141.02,142.9,139.82,141.95,76334045,10835673634.13
2024-12-11,3690.HK,145.87,146.33,141.71,145.1,71954022,10440211092.31
2024-12-12,3690.HK,147.03,148.0,144.99,146.21,79769830,11662794710.69
2024-12-13,3690.HK,150.82,153.48,150.04,151.26,81732472,12362541832.59
2024-12-16,3690.HK,150.86,152.89,146.86,149.52,55452278,8291312485.06
2024-12-17,3690.HK,153.09,156.72,150.2,154.21,58964882,9092908969.94
2024-12-18,3690.HK,152.42,155.57,150.85,153.83,69735214,10727231104.65
2024-12-19,3690.HK,149.06,152.02,147.34,148.93,88793327,13223684391.32
2024-12-20,3690.HK,150.46,151.74,149.44,150.32,75787903,11392596696.63
2024-12-23,3690.HK,148.49,153.0,145.15,149.58,57762356,8639989326.93
2024-12-24,3690.HK,149.02,150.14,146.87,148.35,61617001,9140924312.72
2024-12-25,3690.HK,148.12,150.71,145.12,146.23,71452669,10448202363.46
2024-12-26,3690.HK,151.96,156.27,151.45,153.13,74257290,11371185277.39
2024-12-27,3690.HK,152.71,153.39,151.34,152.55,83838644,12789895436.04
2024-12-30,3690.HK,156.28,157.24,153.11,156.05,69596599,10860685281.99
2024-12-31,3690.HK,152.03,158.15,150.66,154.82,66390307,10278496738.74
2025-01-01,3690.HK,161.76,164.54,160.54,162.92,82666648,13468305732.41
2025-01-02,3690.HK,163.33,164.0,160.56,163.12,78771824,12849386504.59
2025-01-03,3690.HK,156.11,156.63,153.73,154.22,59442964,9167457840.53
2025-01-06,3690.HK,157.16,157.79,153.55,157.04,78291749,12295138515.53
2025-01-07,3690.HK,155.19,157.83,154.07,156.1,77343162,12073159374.12
2025-01-08,3690.HK,157.68,161.6,155.98,158.89,61241794,9730439697.8
2025-01-09,3690.HK,160.21,163.48,158.04,161.29,60743513,9797265884.57
2025-01-10,3690.HK,168.62,171.14,166.16,168.4,78742172,13260440962.91
2025-01-13,3690.HK,161.63,165.41,158.06,161.84,66103620,10698362589.16
2025-01-14,3690.HK,163.58,165.97,161.97,163.25,63885725,10429479372.51
2025-01-15,3690.HK,166.79,170.39,165.34,166.11,61478180,10212190600.52
2025-01-16,3690.HK,165.99,169.3,164.99,166.85,81681500,13628561080.44
2025-01-17,3690.HK,166.18,171.49,163.11,167.54,73996403,12397426420.06
2025-01-20,3690.HK,168.37,171.32,165.28,169.26,71865966,12163863226.99
2025-01-21,3690.HK,167.52,169.24,165.61,166.77,61689074,10287841014.95
2025-01-22,3690.HK,164.9,166.89,163.43,164.39,74089811,12179908575.79
2025-01-23,3690.HK,162.32,165.75,158.73,162.6,80249737,13048509696.08
2025-01-24,3690.HK,155.74,158.41,153.09,155.38,67639303,10509477035.66
2025-01-27,3690.HK,148.58,150.97,145.63,149.06,79886097,11907722372.68
2025-01-28,3690.HK,146.22,148.74,145.13,146.19,76427501,11172595738.35
2025-01-29,3690.HK,144.92,147.82,143.03,144.73,61338779,8877480012.25
2025-01-30,3690.HK,141.5,145.03,139.14,141.93,67658540,9602814516.81
2025-01-31,3690.HK,139.57,140.23,136.73,138.52,66926151,9270704752.67
2025-02-03,3690.HK,139.34,142.16,136.67,139.15,81666986,11363719962.17
2025-02-04,3690.HK,140.19,141.73,137.31,139.99,51834167,7256048023.63
2025-02-05,3690.HK,142.32,145.39,141.57,142.58,64935621,9258617735.28
2025-02-06,3690.HK,141.81,144.92,141.35,143.23,85272286,12213672472.02
2025-02-07,3690.HK,141.55,144.03,136.77,140.06,57368996,8035373126.04
2025-02-10,3690.HK,133.03,135.27,130.49,134.06,83615847,11209443969.99
2025-02-11,3690.HK,135.43,137.26,132.89,135.25,62892933,8506406229.76
2025-02-12,3690.HK,129.83,133.71,129.24,131.11,67045610,8790315553.14
2025-02-13,3690.HK,132.1,135.09,130.53,132.24,75361781,9965643670.92
2025-02-14,3690.HK,131.68,133.7,130.03,132.04,79676439,10520389647.88
2025-02-17,3690.HK,132.15,133.09,128.85,131.81,56746461,7479805749.25
2025-02-18,3690.HK,124.8,126.37,124.31,125.68,63244744,7948536545.69
2025-02-19,3690.HK,133.05,135.49,132.6,133.42,57326497,7648403780.92
2025-02-20,3690.HK,135.57,138.51,135.05,136.23,69936984,9527389325.88
2025-02-21,3690.HK,140.45,141.83,138.86,140.01,66362918,9291497486.4
2025-02-24,3690.HK,142.71,144.75,141.13,142.55,71127501,10139148274.23
2025-02-25,3690.HK,140.37,144.39,138.53,141.94,57838143,8209718483.22
2025-02-26,3690.HK,150.0,153.27,146.1,148.99,75557458,11257274000.43
2025-02-27,3690.HK,146.95,150.72,143.81,147.89,75857544,11218401918.05
2025-02-28,3690.HK,150.63,154.08,148.59,149.76,55829661,8360867673.83
2025-03-03,3690.HK,148.01,150.54,146.67,147.33,64194886,9457984471.97
2025-03-04,3690.HK,140.17,141.97,136.8,138.86,88295819,12260321981.71
2025-03-05,3690.HK,139.46,142.87,137.42,140.4,72541909,10185119421.28
2025-03-06,3690.HK,140.07,140.93,136.53,138.94,55296556,7683166863.08
2025-03-07,3690.HK,146.87,150.43,145.65,147.69,72048473,10640928561.86
2025-03-10,3690.HK,151.34,154.61,146.77,150.32,65632450,9865738565.26
2025-03-11,3690.HK,147.46,150.33,143.78,146.5,86267723,12638191720.13
2025-03-12,3690.HK,144.44,146.03,141.31,145.21,70890275,10294264787.71
2025-03-13,3690.HK,143.99,147.35,142.98,143.74,69396702,9975277107.15
2025-03-14,3690.HK,151.8,155.36,149.16,151.8,65569850,9953732562.25
2025-03-17,3690.HK,156.62,160.68,155.53,157.62,53413420,8419061504.34
2025-03-18,3690.HK,157.8,161.01,154.2,157.71,61983095,9775059000.56
2025-03-19,3690.HK,148.56,150.19,147.47,148.13,71813527,10637923349.62
2025-03-20,3690.HK,150.1,153.6,145.49,148.92,87373017,13011439273.07
2025-03-21,3690.HK,154.46,156.09,150.08,153.56,63487068,9749332674.15
2025-03-24,3690.HK,150.7,152.0,147.03,150.52,59623482,8974429336.37
2025-03-25,3690.HK,145.27,148.45,142.44,145.41,66193042,9625184649.89
2025-03-26,3690.HK,148.4,152.31,146.29,149.07,64768959,9654848019.04
2025-03-27,3690.HK,149.42,151.95,147.16,149.38,71479728,10677526121.08
2025-03-28,3690.HK,148.19,151.38,145.91,148.77,69848992,10391547391.64
2025-03-31,3690.HK,157.65,161.4,155.26,157.17,70487616,11078802318.22
2025-04-01,3690.HK,153.49,158.43,150.06,154.79,60881178,9423762243.17
2025-04-02,3690.HK,158.45,159.3,157.02,158.09,82585761,13055670495.78
2025-04-03,3690.HK,153.68,155.27,151.37,152.8,82484528,12603796829.9
2025-04-04,3690.HK,152.82,153.86,149.21,153.15,60969340,9337246739.81
2025-04-07,3690.HK,162.47,163.51,159.59,161.94,59279379,9599704802.3
2025-04-08,3690.HK,155.16,156.78,153.87,155.07,64022908,9927909233.85
2025-04-09,3690.HK,148.42,150.24,147.38,148.46,63098737,9367938975.74
2025-04-10,3690.HK,155.42,159.9,154.24,156.22,61988507,9683554858.99
2025-04-11,3690.HK,162.01,162.66,158.94,161.7,77768553,12574822165.05
2025-04-14,3690.HK,161.16,161.83,158.04,160.91,61453336,9888753952.16
2025-04-15,3690.HK,163.26,164.47,160.15,162.75,62760708,10214469533.82
2025-04-16,3690.HK,164.47,168.91,160.74,165.47,74354120,12303237491.48
2025-04-17,3690.HK,171.38,172.32,168.84,170.13,79927449,13598419356.3
2025-04-18,3690.HK,166.52,168.69,164.34,167.16,59064655,9873374338.04
2025-04-21,3690.HK,169.68,172.23,165.86,169.34,61220968,10367370016.39
2025-04-22,3690.HK,179.41,181.08,177.47,178.73,71597848,12797039321.54
2025-04-23,3690.HK,182.02,184.94,176.45,180.34,59507511,10731749127.68
2025-04-24,3690.HK,176.87,181.19,175.43,177.77,70094958,12460609991.05
2025-04-25,3690.HK,176.25,177.51,172.32,175.82,62331768,10958900056.99
2025-04-28,3690.HK,174.11,176.03,170.43,173.34,61744300,10702721154.24
2025-04-29,3690.HK,176.74,181.01,176.18,177.63,60563562,10757976607.43
2025-04-30,3690.HK,178.27,181.43,177.14,178.14,82165498,14637192275.24
2025-05-01,3690.HK,173.17,175.49,172.04,172.92,74040540,12802948540.54
2025-05-02,3690.HK,172.69,174.74,169.06,172.32,71691106,12353677742.48
2025-05-05,3690.HK,171.46,175.43,170.75,173.41,69809623,12105839027.15
2025-05-06,3690.HK,170.57,174.2,166.45,170.53,63290695,10792856622.44
2025-05-07,3690.HK,174.62,178.4,173.86,175.0,65857213,11525026213.0
2025-05-08,3690.HK,180.17,180.92,177.04,178.64,65300695,11665347054.12
2025-05-09,3690.HK,192.24,194.97,191.5,192.1,64870261,12461310283.82
2025-05-12,3690.HK,195.46,197.42,191.21,194.45,55926256,10874628406.07
2025-05-13,3690.HK,191.69,196.09,187.66,192.0,61832657,11871687557.4
2025-05-14,3690.HK,197.85,199.89,194.46,197.4,69662225,13751313234.75
2025-05-15,3690.HK,198.04,198.95,196.34,197.04,85859479,16917744616.96
2025-05-16,3690.HK,210.47,213.05,206.75,207.4,86202051,17877897352.5
2025-05-19,3690.HK,201.29,204.48,197.27,199.83,79787444,15943677670.68
2025-05-20,3690.HK,196.04,198.29,193.58,195.27,62321854,12169488693.85
2025-05-21,3690.HK,198.06,201.58,196.08,197.42,61501141,12141528633.57
2025-05-22,3690.HK,191.75,195.06,189.91,192.92,66097202,12751525175.96
2025-05-23,3690.HK,190.14,194.8,188.53,190.84,68643817,13099989674.23
2025-05-26,3690.HK,193.82,195.12,190.36,191.34,61724080,11810276814.08
2025-05-27,3690.HK,192.51,196.68,191.59,192.88,69865759,13475383739.75
2025-05-28,3690.HK,194.04,198.11,192.73,193.85,60913083,11808228549.31
2025-05-29,3690.HK,195.48,196.9,191.78,195.29,60370332,11789937931.46
2025-05-30,3690.HK,205.07,211.49,200.83,206.93,64691055,13386441696.08
2025-06-02,3690.HK,200.11,203.03,197.39,200.04,66676807,13337796994.76
2025-06-03,3690.HK,204.55,206.41,199.68,204.84,70671055,14475908538.5
2025-06-04,3690.HK,201.83,206.19,195.9,199.63,63541791,12684977794.39
2025-06-05,3690.HK,207.26,211.44,203.89,208.33,71835775,14965313405.2
2025-06-06,3690.HK,217.41,221.7,214.84,217.65,75971949,16534923429.81
2025-06-09,3690.HK,221.91,223.27,217.35,220.22,59186107,13034230793.23
2025-06-10,3690.HK,227.39,228.89,223.25,227.54,59493560,13537433990.34
2025-06-11,3690.HK,226.44,230.7,225.6,226.78,72641151,16473632454.01
2025-06-12,3690.HK,214.71,215.96,211.15,212.09,59261966,12568799783.43
2025-06-13,3690.HK,220.4,223.06,218.41,220.15,77680192,17101043531.55
2025-06-16,3690.HK,217.53,223.83,214.18,218.92,74858755,16388194130.46
2025-06-17,3690.HK,221.69,223.08,220.03,220.9,72112441,15929616782.72
2025-06-18,3690.HK,219.44,220.83,216.07,219.46,64732534,14206425204.4
2025-06-19,3690.HK,221.79,223.57,218.3,219.95,62311013,13705190930.66
2025-06-20,3690.HK,219.61,223.95,217.83,221.45,78054307,17285466509.68
2025-06-23,3690.HK,223.15,226.46,220.12,223.75,67270647,15051484994.91
2025-06-24,3690.HK,227.21,231.93,224.27,226.52,58485377,13248116680.83
2025-06-25,3690.HK,219.87,225.54,215.01,222.11,62473231,13876208299.1
2025-06-26,3690.HK,223.44,227.31,218.68,224.93,65598803,14755184093.78
2025-06-27,3690.HK,222.45,224.19,217.13,220.72,62649506,13828046625.87
2025-06-30,3690.HK,226.55,229.02,221.19,226.93,70266270,15945358674.26
2025-07-01,3690.HK,230.39,233.97,228.18,231.47,68004252,15741038548.31
2025-07-02,3690.HK,237.05,238.14,232.47,237.09,58949009,13976396884.54
2025-07-03,3690.HK,235.8,239.44,233.25,235.68,54162592,12765012447.16
2025-07-04,3690.HK,225.61,226.45,222.8,225.39,74307718,16748466946.64
2025-07-07,3690.HK,221.56,226.54,219.15,221.3,73706886,16311433576.85
2025-07-08,3690.HK,223.74,230.06,219.02,226.61,86736855,19655571525.14
2025-07-09,3690.HK,219.06,222.88,215.59,219.6,69211066,15198631325.59
2025-07-10,3690.HK,217.44,222.52,216.0,216.74,68976856,14949888358.51
2025-07-11,3690.HK,228.1,233.55,223.83,227.07,64041785,14542169299.26
2025-07-14,3690.HK,223.53,230.75,221.98,226.0,63338065,14314234670.83
2025-07-15,3690.HK,216.25,219.08,215.32,216.86,70131703,15208772946.75
2025-07-16,3690.HK,224.92,227.19,223.25,225.42,61508189,13865235389.46
2025-07-17,3690.HK,229.84,235.33,223.45,227.37,73355064,16678822236.62
2025-07-18,3690.HK,223.48,225.3,221.37,222.16,67591855,15016325519.86
2025-07-21,3690.HK,216.45,220.23,211.52,217.47,63547013,13819348459.45
2025-07-22,3690.HK,217.19,220.25,214.32,216.73,66782806,14473644860.35
2025-07-23,3690.HK,220.26,223.75,216.81,218.91,60335368,13208013097.59
2025-07-24,3690.HK,220.76,224.78,218.24,219.7,72972941,16032003313.95
2025-07-25,3690.HK,221.84,226.3,216.1,220.93,63646604,14061466497.48
2025-07-28,3690.HK,226.53,230.04,223.61,226.16,55860387,12633180416.89
2025-07-29,3690.HK,219.46,223.5,216.06,218.95,72296592,15829187623.17
2025-07-30,3690.HK,214.15,218.18,213.47,214.34,71644494,15356342229.97
2025-07-31,3690.HK,214.59,217.08,209.7,213.7,84266861,18008152842.74
2025-08-01,3690.HK,211.43,214.29,210.26,211.82,68966485,14608675745.62
2025-08-04,3690.HK,217.66,224.97,213.25,219.86,79254044,17424979516.57
2025-08-05,3690.HK,215.65,218.92,211.43,216.34,64841531,14027928461.74
2025-08-06,3690.HK,217.99,222.27,216.06,217.74,68001452,14806526114.65
2025-08-07,3690.HK,212.76,216.18,208.03,212.01,65897269,13970561597.22
2025-08-08,3690.HK,207.94,210.91,205.0,207.12,72433673,15002156648.67
2025-08-11,3690.HK,201.73,203.24,199.79,201.52,83739857,16875519224.2
2025-08-12,3690.HK,198.92,203.63,196.73,200.63,76178966,15283710343.64
2025-08-13,3690.HK,206.69,211.86,202.59,207.81,65025609,13512934011.2
2025-08-14,3690.HK,216.37,221.57,211.84,217.54,82741914,17999872431.93
2025-08-15,3690.HK,223.07,226.82,220.4,222.23,60869763,13527293923.48
2025-08-18,3690.HK,219.75,222.88,217.11,217.9,73436603,16001534296.27
2025-08-19,3690.HK,222.52,223.89,221.17,222.56,68341377,15209979017.97
2025-08-20,3690.HK,225.85,229.57,222.91,226.39,88294347,19989324819.56
2025-08-21,3690.HK,227.2,227.97,221.75,226.31,82545376,18680454902.16
2025-08-22,3690.HK,221.89,223.23,219.93,221.79,83260767,18466660337.16
2025-08-25,3690.HK,232.47,233.57,230.96,232.16,71505272,16600559987.02
2025-08-26,3690.HK,231.34,235.3,227.26,229.79,74170975,17043513516.96
2025-08-27,3690.HK,231.91,234.39,230.03,231.17,63204884,14610760587.3
2025-08-28,3690.HK,246.18,250.32,244.2,245.62,72469150,17800020432.47
2025-08-29,3690.HK,254.82,255.68,248.94,252.76,60642283,15327780819.66
2025-09-01,3690.HK,250.59,253.38,247.46,249.01,63566458,15828822868.37
2025-09-02,3690.HK,247.75,256.14,245.26,250.2,68781739,17209038396.02
2025-09-03,3690.HK,243.87,247.26,241.34,244.43,57433558,14038355144.54
2025-09-04,3690.HK,246.47,252.93,243.74,248.11,61484953,15255271113.5
2025-09-05,3690.HK,243.75,246.24,241.17,244.18,90265503,22041437713.83
2025-09-08,3690.HK,237.61,239.88,235.41,236.56,66267442,15675992859.65
2025-09-09,3690.HK,246.11,249.3,238.21,244.07,83449989,20367615112.2
2025-09-10,3690.HK,242.29,243.99,238.11,242.32,70432805,17067158819.59
2025-09-11,3690.HK,249.79,255.05,248.5,251.09,69513658,17453932051.6
2025-09-12,3690.HK,256.12,261.63,249.14,254.2,81982652,20839912330.08
2025-09-15,3690.HK,244.97,248.06,243.69,244.81,60880567,14903988161.65
2025-09-16,3690.HK,243.28,248.39,240.72,243.18,69037059,16788738319.32
2025-09-17,3690.HK,236.8,241.23,234.24,237.1,56142341,13311252106.79
2025-09-18,3690.HK,242.58,244.54,240.43,242.53,64248019,15581810348.03
2025-09-19,3690.HK,242.16,247.91,240.45,242.22,62528130,15145415415.12
2025-09-22,3690.HK,245.3,249.06,241.13,245.53,62272766,15290134256.81
2025-09-23,3690.HK,246.07,249.61,243.62,245.28,67087824,16455055671.0
2025-09-24,3690.HK,244.1,247.87,238.54,245.26,62132924,15238422126.18
2025-09-25,3690.HK,242.33,246.71,238.77,241.67,56663616,13694061537.3
2025-09-26,3690.HK,237.83,239.08,234.37,236.48,61253137,14485262221.18
2025-09-29,3690.HK,230.28,235.8,226.24,231.62,62047050,14371070627.42
2025-09-30,3690.HK,233.5,236.95,229.58,231.89,67934787,15753260883.81
2025-10-01,3690.HK,238.75,242.18,235.16,236.4,59422865,14047696322.51
2025-10-02,3690.HK,240.94,247.95,240.19,242.43,68837665,16688653120.15
2025-10-03,3690.HK,246.15,249.81,242.64,244.19,66977256,16355037224.48
2025-10-06,3690.HK,252.39,254.61,248.8,252.26,60859544,15352132449.2
2025-10-07,3690.HK,260.49,262.12,254.33,259.31,64571148,16744188566.19
2025-10-08,3690.HK,243.56,246.02,240.6,242.29,83231461,20166458365.45
2025-10-09,3690.HK,256.01,261.36,249.64,255.4,64217404,16401440608.84
2025-10-10,3690.HK,251.44,254.08,250.03,251.38,64348145,16175830468.0
2025-10-13,3690.HK,244.05,245.49,240.12,242.83,71763525,17426317661.19
2025-10-14,3690.HK,243.14,247.15,237.46,243.72,72300187,17621074211.31
2025-10-15,3690.HK,236.04,241.6,234.19,236.51,73029003,17271963562.91
2025-10-16,3690.HK,235.24,240.3,230.79,233.38,65003589,15170439276.59
2025-10-17,3690.HK,236.34,240.47,230.57,235.14,76512366,17990779067.16
2025-10-20,3690.HK,229.74,233.57,227.06,227.97,65733971,14985512600.6
2025-10-21,3690.HK,241.29,245.48,237.01,241.79,68597013,16585876139.48
2025-10-22,3690.HK,239.0,241.71,237.72,239.63,75915246,18191267402.63
2025-10-23,3690.HK,232.15,235.46,227.26,232.91,57883099,13481704336.98
2025-10-24,3690.HK,226.35,229.18,222.42,226.85,69619690,15793091231.73
2025-10-27,3690.HK,225.48,226.34,222.41,225.37,69615017,15689221562.63
2025-10-28,3690.HK,227.49,231.75,222.25,223.92,74264375,16629455588.36
2025-10-29,3690.HK,214.12,216.43,209.17,214.3,73747465,15803758971.36
2025-10-30,3690.HK,218.76,222.17,216.54,218.78,64664606,14147634029.37
2025-10-31,3690.HK,220.55,224.25,219.8,221.18,66669481,14745682890.61
2025-11-03,3690.HK,222.0,229.51,220.39,224.34,75954566,17040009744.05
2025-11-04,3690.HK,220.17,224.02,218.81,220.28,92777181,20437345235.46
2025-11-05,3690.HK,226.95,231.7,220.71,226.06,59699373,13495643011.31
2025-11-06,3690.HK,222.69,226.24,220.11,224.84,88107032,19810404161.0
2025-11-07,3690.HK,241.68,242.58,237.04,239.83,73696139,17674639685.38
2025-11-10,3690.HK,232.2,234.62,228.01,233.44,88332064,20619965832.63
2025-11-11,3690.HK,240.22,242.94,238.35,241.24,70430345,16990819258.67
2025-11-12,3690.HK,239.84,242.1,235.27,237.78,95569145,22724034008.55
2025-11-13,3690.HK,231.58,234.39,230.66,232.28,68500127,15911011622.78
2025-11-14,3690.HK,229.07,234.2,223.63,231.34,73955522,17109007603.75
2025-11-17,3690.HK,230.94,234.35,230.0,231.19,74501110,17223807892.65
2025-11-18,3690.HK,227.91,233.15,224.46,229.03,80833515,18513234854.06
2025-11-19,3690.HK,231.14,234.8,223.97,228.86,58682180,13430164735.16
2025-11-20,3690.HK,234.13,238.71,227.8,232.09,68801081,15967717253.65
2025-11-21,3690.HK,238.03,238.74,235.35,236.06,63710700,15039247235.82
2025-11-24,3690.HK,226.85,230.79,223.94,228.66,61093029,13969556669.93
2025-11-25,3690.HK,220.88,224.63,217.86,222.06,69930579,15528513559.52
2025-11-26,3690.HK,221.82,226.62,216.67,221.75,63971850,14185843807.21
2025-11-27,3690.HK,216.91,219.98,216.13,217.69,65787826,14321178756.17
2025-11-28,3690.HK,221.97,224.04,220.84,222.53,60307091,13420263490.01
2025-12-01,3690.HK,220.53,221.34,216.2,220.55,71432884,15754853873.69
2025-12-02,3690.HK,217.32,218.5,215.55,216.25,65216356,14103321337.15
2025-12-03,3690.HK,222.11,226.17,221.29,222.0,65503672,14541944176.28
2025-12-04,3690.HK,222.86,223.83,220.7,221.49,75501235,16722957939.31
2025-12-05,3690.HK,229.05,232.32,225.89,229.6,67820811,15571519636.61
2025-12-08,3690.HK,234.83,236.14,233.06,235.32,78713927,18522577540.84
2025-12-09,3690.HK,239.32,240.88,237.76,238.49,61691126,14712871767.41
2025-12-10,3690.HK,242.27,243.92,241.16,242.54,64978655,15759726188.02
2025-12-11,3690.HK,242.71,249.04,237.12,243.79,67823026,16534248920.98
2025-12-12,3690.HK,237.58,239.42,234.48,238.17,61084941,14548364668.43
2025-12-15,3690.HK,251.52,253.02,246.11,251.39,79424143,19966496544.84
2025-12-16,3690.HK,255.83,256.73,249.93,254.93,70959946,18089952497.85
2025-12-17,3690.HK,260.7,263.48,256.32,261.56,75113023,19646439799.93
2025-12-18,3690.HK,260.56,265.72,258.11,261.0,99237813,25901160024.64
2025-12-19,3690.HK,266.7,269.56,262.89,268.15,71483239,19168204473.18
2025-12-22,3690.HK,279.45,284.8,273.17,276.9,68582157,18990102680.34
2025-12-23,3690.HK,280.63,284.32,273.91,281.89,68934988,19432359021.76
2025-12-24,3690.HK,277.93,285.63,275.47,280.15,70382341,19717755748.46
2025-12-25,3690.HK,274.69,277.67,268.82,273.92,75810361,20765612223.31
2025-12-26,3690.HK,275.94,280.47,274.28,275.97,67838589,18721494225.99
2025-12-29,3690.HK,280.39,287.15,276.93,280.75,75316421,21144987121.05
2025-12-30,3690.HK,281.55,287.04,277.26,279.53,76644536,21424314466.86
2025-12-31,3690.HK,288.39,293.81,286.14,287.44,73547294,21140540272.12
2026-01-01,3690.HK,294.4,300.3,284.21,290.34,72389098,21017183802.15
2026-01-02,3690.HK,305.39,307.04,299.83,304.52,61468580,18718252836.74
2026-01-05,3690.HK,297.82,303.4,293.2,298.32,80431337,23994470633.77
2026-01-06,3690.HK,298.47,303.03,292.73,299.29,71367636,21359418705.41
2026-01-07,3690.HK,300.13,307.33,296.44,300.64,70556850,21212517819.37
2026-01-08,3690.HK,286.03,292.23,283.61,285.89,53860780,15398248716.16
2026-01-09,3690.HK,274.6,280.96,270.5,274.77,64900288,17832812971.41
2026-01-12,3690.HK,282.77,285.96,275.71,280.11,76086975,21312551485.27
2026-01-13,3690.HK,274.0,276.59,267.14,271.09,76623892,20771962828.35
2026-01-14,3690.HK,268.53,274.62,260.68,266.86,87665924,23394705007.64
2026-01-15,3690.HK,265.94,271.58,264.6,267.09,64431145,17208748133.91
2026-01-16,3690.HK,256.75,258.17,247.19,252.35,54449810,13740156484.03
2026-01-19,3690.HK,241.96,247.85,237.52,243.41,59435470,14467054365.35
2026-01-20,3690.HK,243.56,247.48,242.21,243.44,87503025,21301810783.13
2026-01-21,3690.HK,251.73,254.05,248.35,252.87,67125162,16974075955.22
2026-01-22,3690.HK,244.94,248.29,242.3,246.13,55675115,13703477486.38
2026-01-23,3690.HK,262.72,263.87,260.35,262.56,85359609,22411877290.4
2026-01-26,3690.HK,263.25,265.58,262.01,263.98,68718287,18140324229.18
2026-01-27,3690.HK,266.15,270.87,261.94,265.36,75368871,19999869422.21
2026-01-28,3690.HK,264.35,265.91,260.26,265.0,81082315,21486626172.27
2026-01-29,3690.HK,272.91,274.54,266.66,272.2,72905782,19844764586.16
2026-01-30,3690.HK,279.84,284.23,278.56,280.22,70752863,19826273498.81
2026-02-02,3690.HK,281.0,286.64,275.85,278.9,68013256,18969000372.57
2026-02-03,3690.HK,281.4,287.56,275.94,283.29,92170765,26110813600.16
2026-02-04,3690.HK,274.9,281.25,268.4,275.78,68352440,18850426246.91
2026-02-05,3690.HK,284.24,286.06,281.71,283.24,63794207,18068969120.76
2026-02-06,3690.HK,284.69,292.35,281.05,286.73,62760375,17995565595.41
2026-02-09,3690.HK,296.69,300.86,289.74,296.77,79907776,23714349416.21
2026-02-10,3690.HK,297.39,304.74,292.37,299.96,59027902,17706186153.76
2026-02-11,3690.HK,307.27,312.92,305.96,309.22,82959967,25653063792.7
2026-02-12,3690.HK,309.82,314.28,305.35,309.49,69431398,21488383660.94
2026-02-13,3690.HK,313.99,319.31,308.61,315.44,71501465,22554613875.45
2026-02-16,3690.HK,322.4,326.09,319.65,322.66,84215193,27173262680.92
2026-02-17,3690.HK,342.67,350.63,335.31,340.78,70077050,23880849286.74
2026-02-18,3690.HK,341.99,346.44,333.91,340.52,76836391,26163949377.78
2026-02-19,3690.HK,358.27,364.52,351.14,355.83,79212196,28185844004.04
2026-02-20,3690.HK,349.65,356.12,342.9,350.56,66870649,23441941780.39
